"SourceFile","ID","CreateDate","Duration","Latitude","Longitude","LatitudeDD","LongitudeDD","sDuration","Year","Month","Day","Hour"
"meta-WvNy0mY8LFTq.json",NA,"2021:01:06 21:05:21","0:00:49","38 deg 53' 23.28"" N","77 deg 0' 29.16"" W",38.8898,-77.0081,49,2021,1,6,21
"meta-Wvt5X1vEtjgO.json",NA,"2021:01:06 19:53:53","6.49 s","38 deg 53' 22.56"" N","77 deg 0' 35.28"" W",38.8896,-77.0098,6.49,2021,1,6,19
"meta-wvTbtnGOAknX.json",NA,"2021:01:06 20:14:30","0:01:55","38 deg 53' 27.24"" N","77 deg 0' 32.40"" W",38.8909,-77.009,115,2021,1,6,20
"meta-WXkILSGX6H82.json",NA,"2021:01:06 18:29:01","9.74 s","38 deg 53' 37.68"" N","77 deg 1' 22.80"" W",38.8938,-77.023,9.74,2021,1,6,18
"meta-WYjnUo2eH87P.json",NA,"2021:01:06 22:43:12","22.00 s","38 deg 53' 29.76"" N","77 deg 2' 0.24"" W",38.8916,-77.0334,22,2021,1,6,22
"meta-WYkjlMj5VqBl.json",NA,"2021:01:06 19:30:47","3.20 s","38 deg 53' 25.44"" N","77 deg 0' 42.12"" W",38.8904,-77.0117,3.2,2021,1,6,19
"meta-WyzGKqd4L9y1.json",NA,"2021:01:06 19:04:48","17.61 s","38 deg 53' 26.52"" N","77 deg 0' 29.88"" W",38.8907,-77.0083,17.61,2021,1,6,19
"meta-X0bLLyqmZCnN.json",NA,"2021:01:06 15:32:28","0:01:57","38 deg 53' 31.92"" N","77 deg 2' 6.72"" W",38.8922,-77.0352,117,2021,1,6,15
"meta-X1mc2UButF8U.json",NA,"2021:01:06 20:52:07","7.81 s","38 deg 53' 23.28"" N","77 deg 0' 36.00"" W",38.8898,-77.01,7.81,2021,1,6,20
"meta-x1MF5huFoil0.json",NA,"2021:01:06 15:08:11","13.63 s","38 deg 53' 32.28"" N","77 deg 2' 1.32"" W",38.8923,-77.0337,13.63,2021,1,6,15
"meta-X23DBdsA9dig.json",NA,"2021:01:06 17:00:04","20.09 s","38 deg 53' 31.92"" N","77 deg 2' 6.00"" W",38.8922,-77.035,20.09,2021,1,6,17
"meta-x2GqSN2kAGY3.json",NA,"2021:01:06 20:13:25","19.35 s","38 deg 53' 23.28"" N","77 deg 0' 36.36"" W",38.8898,-77.0101,19.35,2021,1,6,20
"meta-X3bX08cgxZ14.json",NA,"2021:01:06 20:20:45","29.99 s","38 deg 53' 24.00"" N","77 deg 0' 38.16"" W",38.89,-77.0106,29.99,2021,1,6,20
"meta-X3O4lkVyQ2b5.json",NA,"2021:01:06 15:53:02","0:01:17","38 deg 53' 31.20"" N","77 deg 2' 9.96"" W",38.892,-77.0361,77,2021,1,6,15
"meta-x7HrWSfLcYr7.json",NA,"2021:01:06 19:28:55","17.40 s","38 deg 53' 23.64"" N","77 deg 0' 38.16"" W",38.8899,-77.0106,17.4,2021,1,6,19
"meta-x893devoztem.json",NA,"2021:01:06 13:06:07","14.11 s","38 deg 53' 31.56"" N","77 deg 2' 8.16"" W",38.8921,-77.0356,14.11,2021,1,6,13
"meta-x8vmLFDDM1IM.json",NA,"2021:01:06 19:49:45","0:00:37","38 deg 53' 20.04"" N","77 deg 0' 41.40"" W",38.8889,-77.0115,37,2021,1,6,19
"meta-X9301RyNxl2u.json",NA,"2021:01:06 19:41:31","12.37 s","38 deg 53' 25.44"" N","77 deg 0' 37.08"" W",38.8904,-77.0103,12.37,2021,1,6,19
"meta-x9k3Cy14CSkF.json",NA,"2021:01:06 20:54:50","0:00:47","38 deg 53' 22.92"" N","77 deg 0' 36.00"" W",38.8897,-77.01,47,2021,1,6,20
"meta-XBDMuKJHZYGP.json",NA,"2021:01:06 20:07:10","27.62 s","38 deg 53' 27.96"" N","77 deg 0' 32.40"" W",38.8911,-77.009,27.62,2021,1,6,20
"meta-XDp5bfyFplEJ.json",NA,"2021:01:06 17:00:26","27.70 s","38 deg 53' 27.24"" N","77 deg 2' 9.96"" W",38.8909,-77.0361,27.7,2021,1,6,17
"meta-xDvtEJtl0RsY.json",NA,"2021:01:06 20:51:12","9.93 s","38 deg 53' 25.44"" N","77 deg 0' 31.68"" W",38.8904,-77.0088,9.93,2021,1,6,20
"meta-xDXBbJW0btis.json",NA,"2021:01:06 19:14:49","27.39 s","38 deg 53' 24.00"" N","77 deg 0' 51.48"" W",38.89,-77.0143,27.39,2021,1,6,19
"meta-XFFtlgdmXlYT.json",NA,"2021:01:06 22:04:38","0:00:58","38 deg 53' 21.84"" N","77 deg 0' 38.16"" W",38.8894,-77.0106,58,2021,1,6,22
"meta-xgbJtf76wElz.json",NA,"2021:01:06 20:51:12","9.93 s","38 deg 53' 25.44"" N","77 deg 0' 31.68"" W",38.8904,-77.0088,9.93,2021,1,6,20
"meta-XGxtrQAr7QOi.json",NA,"2021:01:06 17:49:27","0:00:47","38 deg 53' 31.56"" N","77 deg 1' 36.12"" W",38.8921,-77.0267,47,2021,1,6,17
"meta-xHkUeMHMFx3F.json",NA,"2021:01:06 19:13:35","0:00:31","38 deg 53' 24.36"" N","77 deg 0' 36.72"" W",38.8901,-77.0102,31,2021,1,6,19
"meta-XKgX6pD5MswJ.json",NA,"2021:01:06 18:25:38","27.26 s","38 deg 53' 24.36"" N","77 deg 0' 37.08"" W",38.8901,-77.0103,27.26,2021,1,6,18
"meta-XMj0WfPuXF8W.json",NA,"2021:01:06 22:26:50","27.99 s","38 deg 53' 27.24"" N","77 deg 0' 44.64"" W",38.8909,-77.0124,27.99,2021,1,6,22
"meta-XN72wrdt4gqJ.json",NA,"2021:01:06 20:02:28","0:01:08","38 deg 53' 26.52"" N","77 deg 0' 51.12"" W",38.8907,-77.0142,68,2021,1,6,20
"meta-XNohvDluHfmx.json",NA,"2021:01:06 20:52:47","26.00 s","38 deg 53' 26.88"" N","77 deg 0' 32.04"" W",38.8908,-77.0089,26,2021,1,6,20
"meta-XNr4jFTh6grE.json",NA,"2021:01:06 20:42:56","0:00:45","38 deg 53' 31.20"" N","77 deg 0' 58.32"" W",38.892,-77.0162,45,2021,1,6,20
"meta-XNw7AmWaby1m.json",NA,"2021:01:06 19:25:59","13.74 s","38 deg 53' 26.88"" N","77 deg 0' 51.84"" W",38.8908,-77.0144,13.74,2021,1,6,19
"meta-XNw9fkLnbCLz.json",NA,"2021:01:06 17:07:51","5.74 s","38 deg 53' 31.92"" N","77 deg 2' 5.64"" W",38.8922,-77.0349,5.74,2021,1,6,17
"meta-xOGr2U6ve8W1.json",NA,"2021:01:06 15:19:55","27.36 s","38 deg 53' 28.68"" N","77 deg 2' 1.32"" W",38.8913,-77.0337,27.36,2021,1,6,15
"meta-xpOu8rY8QfDS.json",NA,"2021:01:06 19:19:28","20.96 s","38 deg 53' 25.44"" N","77 deg 0' 38.88"" W",38.8904,-77.0108,20.96,2021,1,6,19
"meta-xq6pIrZTPH7S.json",NA,"2021:01:06 00:11:14","29.99 s","38 deg 53' 46.32"" N","77 deg 2' 51.36"" W",38.8962,-77.0476,29.99,2021,1,6,0
"meta-xQzHp0aizbvU.json",NA,"2021:01:06 19:53:13","0:01:36","38 deg 53' 24.72"" N","77 deg 0' 37.44"" W",38.8902,-77.0104,96,2021,1,6,19
"meta-xREPV4bqjPPM.json",NA,"2021:01:06 15:26:38","21.54 s","38 deg 53' 31.56"" N","77 deg 2' 7.80"" W",38.8921,-77.0355,21.54,2021,1,6,15
"meta-xRKSjgibjGcX.json",NA,"2021:01:06 14:04:12","27.63 s","38 deg 53' 28.68"" N","77 deg 2' 11.76"" W",38.8913,-77.0366,27.63,2021,1,6,14
"meta-xs03tAD9f9vM.json",NA,"2021:01:06 17:05:37","22.11 s","38 deg 53' 32.64"" N","77 deg 2' 5.64"" W",38.8924,-77.0349,22.11,2021,1,6,17
"meta-xSgtD3jz8mUZ.json",NA,"2021:01:06 21:34:48","0:00:39","38 deg 53' 26.88"" N","77 deg 0' 32.40"" W",38.8908,-77.009,39,2021,1,6,21
"meta-XsOVb0pwRJES.json",NA,"2021:01:06 16:58:03","0:00:34","38 deg 53' 27.60"" N","77 deg 2' 11.76"" W",38.891,-77.0366,34,2021,1,6,16
"meta-xt00juDlyV9n.json",NA,"2021:01:06 19:13:29","0:01:53","38 deg 53' 24.72"" N","77 deg 0' 43.20"" W",38.8902,-77.012,113,2021,1,6,19
"meta-xToF3QUSP60s.json",NA,"2021:01:06 18:24:41","21.23 s","38 deg 53' 43.08"" N","77 deg 1' 45.12"" W",38.8953,-77.0292,21.23,2021,1,6,18
"meta-xuIEBQE3g765.json",NA,"2021:01:06 14:29:34","26.93 s","38 deg 53' 31.92"" N","77 deg 2' 10.32"" W",38.8922,-77.0362,26.93,2021,1,6,14
"meta-xvLrwQu4mW9u.json",NA,"2021:01:06 14:48:24","0:00:31","38 deg 53' 27.24"" N","77 deg 2' 10.32"" W",38.8909,-77.0362,31,2021,1,6,14
"meta-XVwLXkaqrq94.json",NA,"2021:01:06 19:52:02","0:00:39","38 deg 53' 23.64"" N","77 deg 0' 37.44"" W",38.8899,-77.0104,39,2021,1,6,19
"meta-XXbKVa1YMVZe.json",NA,"2021:01:06 20:24:30","0:03:00","38 deg 53' 20.76"" N","77 deg 0' 43.20"" W",38.8891,-77.012,180,2021,1,6,20
"meta-xxISL3wFowg6.json",NA,"2021:01:06 18:46:11","15.85 s","38 deg 53' 51.00"" N","77 deg 2' 0.24"" W",38.8975,-77.0334,15.85,2021,1,6,18
"meta-xy2JnbdsJG5q.json",NA,"2021:01:06 19:44:21","0:02:56","38 deg 53' 23.64"" N","77 deg 0' 36.72"" W",38.8899,-77.0102,176,2021,1,6,19
"meta-XZeZIBxC6R64.json",NA,"2021:01:06 19:35:55","0:00:52","38 deg 53' 23.28"" N","77 deg 0' 30.96"" W",38.8898,-77.0086,52,2021,1,6,19
"meta-y0pBWrOfmauJ.json",NA,"2021:01:06 19:13:42","10.39 s","38 deg 53' 27.96"" N","77 deg 0' 53.28"" W",38.8911,-77.0148,10.39,2021,1,6,19
"meta-Y21LK8COvXFO.json",NA,"2021:01:06 14:50:48","21.96 s","38 deg 53' 45.96"" N","77 deg 2' 0.24"" W",38.8961,-77.0334,21.96,2021,1,6,14
"meta-y3ZnJwouF005.json",NA,"2021:01:06 16:57:57","23.73 s","38 deg 53' 30.12"" N","77 deg 2' 12.48"" W",38.8917,-77.0368,23.73,2021,1,6,16
"meta-y4rBTCqek9YY.json",NA,"2021:01:06 19:59:41","11.40 s","38 deg 53' 24.00"" N","77 deg 0' 34.92"" W",38.89,-77.0097,11.4,2021,1,6,19
"meta-Y7d0hySnClTl.json",NA,"2021:01:06 15:09:41","27.85 s","38 deg 53' 22.20"" N","77 deg 2' 5.64"" W",38.8895,-77.0349,27.85,2021,1,6,15
"meta-y7heepTHI24N.json",NA,"2021:01:06 04:19:02","22.32 s","39 deg 10' 2.28"" N","76 deg 41' 4.92"" W",39.1673,-76.6847,22.32,2021,1,6,4
"meta-YBiS0yYD8IMg.json",NA,"2021:01:06 17:16:24","19.68 s","38 deg 53' 26.52"" N","77 deg 2' 13.56"" W",38.8907,-77.0371,19.68,2021,1,6,17
"meta-ycxk7J43m1BR.json",NA,"2021:01:06 18:25:38","27.26 s","38 deg 53' 24.36"" N","77 deg 0' 37.08"" W",38.8901,-77.0103,27.26,2021,1,6,18
"meta-ydhdhYfDbGmc.json",NA,"2021:01:06 16:12:57","16.30 s","38 deg 53' 26.52"" N","77 deg 2' 7.80"" W",38.8907,-77.0355,16.3,2021,1,6,16
"meta-yGh7nMgJB7m2.json",NA,"2021:01:06 22:12:40","23.45 s","38 deg 53' 21.48"" N","77 deg 0' 49.32"" W",38.8893,-77.0137,23.45,2021,1,6,22
"meta-ygjtuv0iW4TC.json",NA,"2021:01:06 18:10:24","6.63 s","38 deg 53' 30.84"" N","77 deg 1' 1.56"" W",38.8919,-77.0171,6.63,2021,1,6,18
"meta-YhKRS3MR7NSf.json",NA,"2021:01:06 18:18:00","0:00:58","38 deg 53' 30.12"" N","77 deg 2' 5.64"" W",38.8917,-77.0349,58,2021,1,6,18
"meta-YJjhdVowJOyA.json",NA,"2021:01:06 22:04:38","0:00:58","38 deg 53' 21.84"" N","77 deg 0' 38.16"" W",38.8894,-77.0106,58,2021,1,6,22
"meta-Yl9407p2WPZh.json",NA,"2021:01:06 19:29:52","24.00 s","38 deg 53' 25.44"" N","77 deg 0' 39.60"" W",38.8904,-77.011,24,2021,1,6,19
"meta-ymitmJGIEUH5.json",NA,"2021:01:06 18:55:26","5.60 s","38 deg 53' 24.72"" N","77 deg 0' 37.44"" W",38.8902,-77.0104,5.6,2021,1,6,18
"meta-yN6bjJ3ztpBm.json",NA,"2021:01:06 20:01:50","0:00:59","38 deg 53' 22.56"" N","77 deg 0' 38.88"" W",38.8896,-77.0108,59,2021,1,6,20
"meta-yNE8dnxhV87u.json",NA,"2021:01:06 22:08:09","0:00:52","38 deg 53' 21.84"" N","77 deg 0' 38.52"" W",38.8894,-77.0107,52,2021,1,6,22
"meta-YNzVcLzuZCIA.json",NA,"2021:01:06 17:02:25","7.30 s","38 deg 53' 24.36"" N","77 deg 2' 9.60"" W",38.8901,-77.036,7.3,2021,1,6,17
"meta-YOZZhOBy8vLv.json",NA,"2021:01:06 20:08:38","14.60 s","38 deg 53' 22.20"" N","77 deg 0' 36.72"" W",38.8895,-77.0102,14.6,2021,1,6,20
"meta-yPG52agghF1w.json",NA,"2021:01:06 17:55:40","23.42 s","38 deg 53' 24.00"" N","77 deg 1' 59.88"" W",38.89,-77.0333,23.42,2021,1,6,17
"meta-yuyarSUu7vjP.json",NA,"2021:01:06 18:55:26","5.60 s","38 deg 53' 24.72"" N","77 deg 0' 37.44"" W",38.8902,-77.0104,5.6,2021,1,6,18
"meta-YyiW5o4xagEw.json",NA,"2021:01:06 19:36:16","27.56 s","38 deg 53' 22.92"" N","77 deg 0' 38.16"" W",38.8897,-77.0106,27.56,2021,1,6,19
"meta-Z0TTE4j3M60b.json",NA,"2021:01:06 17:29:06","0:00:48","38 deg 53' 28.32"" N","77 deg 2' 2.76"" W",38.8912,-77.0341,48,2021,1,6,17
"meta-z1Dd4eQWsblX.json",NA,"2021:01:06 14:14:34","0:00:45","38 deg 53' 30.12"" N","77 deg 2' 11.40"" W",38.8917,-77.0365,45,2021,1,6,14
"meta-z5gCyYj1MB4N.json",NA,"2021:01:06 22:07:58","29.96 s","38 deg 53' 24.00"" N","77 deg 0' 37.44"" W",38.89,-77.0104,29.96,2021,1,6,22
"meta-z5ImjO6kJLtP.json",NA,"2021:01:06 16:58:16","0:00:46","38 deg 53' 30.12"" N","77 deg 2' 12.84"" W",38.8917,-77.0369,46,2021,1,6,16
"meta-Z6sv09jLUGZP.json",NA,"2021:01:06 13:39:09","0:02:42","38 deg 53' 29.40"" N","77 deg 2' 11.04"" W",38.8915,-77.0364,162,2021,1,6,13
"meta-Z8A5dWvZXeWv.json",NA,"2021:01:06 18:23:15","25.30 s","38 deg 53' 29.40"" N","77 deg 1' 56.64"" W",38.8915,-77.0324,25.3,2021,1,6,18
"meta-zaCkdtc3RfzT.json",NA,"2021:01:06 19:31:05","17.21 s","38 deg 53' 26.52"" N","77 deg 0' 33.84"" W",38.8907,-77.0094,17.21,2021,1,6,19
"meta-Zalcz8BiXAeX.json",NA,"2021:01:06 18:04:06","13.88 s","38 deg 53' 31.92"" N","77 deg 1' 30.00"" W",38.8922,-77.025,13.88,2021,1,6,18
"meta-zBLIrh4Yl7XH.json",NA,"2021:01:06 18:00:11","0:00:43","38 deg 53' 25.80"" N","77 deg 0' 42.48"" W",38.8905,-77.0118,43,2021,1,6,18
"meta-zdsVCF0Zix0T.json",NA,"2021:01:06 18:34:10","23.82 s","38 deg 54' 5.76"" N","77 deg 2' 18.96"" W",38.9016,-77.0386,23.82,2021,1,6,18
"meta-ZGCqQo5go8RC.json",NA,"2021:01:06 19:51:10","0:00:32","38 deg 53' 25.44"" N","77 deg 0' 34.92"" W",38.8904,-77.0097,32,2021,1,6,19
"meta-ZhHAD9NO8kHg.json",NA,"2021:01:06 20:11:14","0:00:32","38 deg 53' 23.28"" N","77 deg 0' 36.36"" W",38.8898,-77.0101,32,2021,1,6,20
"meta-ZHPkLzKWK2Bs.json",NA,"2021:01:06 13:29:03","20.27 s","38 deg 53' 36.24"" N","77 deg 2' 0.60"" W",38.8934,-77.0335,20.27,2021,1,6,13
"meta-ZHX7ZrxgXRUH.json",NA,"2021:01:06 22:55:36","0:01:28","38 deg 53' 29.40"" N","77 deg 2' 10.32"" W",38.8915,-77.0362,88,2021,1,6,22
"meta-ZkxVFIuxGuJy.json",NA,"2021:01:06 15:58:38","11.92 s","38 deg 53' 26.88"" N","77 deg 1' 59.52"" W",38.8908,-77.0332,11.92,2021,1,6,15
"meta-ZLCE4QPPz3kW.json",NA,"2021:01:06 22:26:04","0:00:52","38 deg 53' 23.64"" N","77 deg 0' 37.08"" W",38.8899,-77.0103,52,2021,1,6,22
"meta-ZlcEDu06k1O9.json",NA,"2021:01:06 16:19:30","18.53 s","38 deg 53' 28.68"" N","77 deg 2' 14.64"" W",38.8913,-77.0374,18.53,2021,1,6,16
"meta-ZlivulPDcYMC.json",NA,"2021:01:06 14:50:48","21.96 s","38 deg 53' 45.96"" N","77 deg 2' 0.24"" W",38.8961,-77.0334,21.96,2021,1,6,14
"meta-znHqCskR67k6.json",NA,"2021:01:06 16:36:02","0:00:44","38 deg 53' 29.76"" N","77 deg 2' 3.12"" W",38.8916,-77.0342,44,2021,1,6,16
"meta-ZnPA1rGY6Kbd.json",NA,"2021:01:06 04:19:02","22.32 s","39 deg 10' 2.28"" N","76 deg 41' 4.92"" W",39.1673,-76.6847,22.32,2021,1,6,4
"meta-ZNw8QySF7z1q.json",NA,"2021:01:06 18:11:29","0:01:37","38 deg 53' 30.84"" N","77 deg 1' 30.36"" W",38.8919,-77.0251,97,2021,1,6,18
"meta-zq269gxmbYsI.json",NA,"2021:01:06 16:24:44","0:00:39","38 deg 53' 28.68"" N","77 deg 2' 9.24"" W",38.8913,-77.0359,39,2021,1,6,16
"meta-zq7UIxedJaq1.json",NA,"2021:01:06 19:18:08","0:01:32","38 deg 53' 23.64"" N","77 deg 0' 38.88"" W",38.8899,-77.0108,92,2021,1,6,19
"meta-zQq9yoQY3r3t.json",NA,"2021:01:06 19:57:07","0:02:02","38 deg 53' 24.36"" N","77 deg 0' 39.96"" W",38.8901,-77.0111,122,2021,1,6,19
"meta-ZqrHqExhLwBZ.json",NA,"2021:01:06 05:17:52","16.50 s","38 deg 54' 4.68"" N","77 deg 2' 11.04"" W",38.9013,-77.0364,16.5,2021,1,6,5
"meta-zRSzr6ii0I8o.json",NA,"2021:01:06 20:24:42","0:00:39","38 deg 53' 51.00"" N","77 deg 0' 23.04"" W",38.8975,-77.0064,39,2021,1,6,20
"meta-ZTGSyftpq6Ok.json",NA,"2021:01:06 18:36:35","0:01:33","38 deg 53' 31.92"" N","77 deg 1' 3.36"" W",38.8922,-77.0176,93,2021,1,6,18
"meta-ZUh5H7yo16yk.json",NA,"2021:01:06 19:48:35","13.14 s","38 deg 53' 27.96"" N","77 deg 0' 33.48"" W",38.8911,-77.0093,13.14,2021,1,6,19
"meta-zvhAF87Dreod.json",NA,"2021:01:06 12:38:55","0:01:04","38 deg 53' 45.24"" N","77 deg 1' 48.72"" W",38.8959,-77.0302,64,2021,1,6,12
"meta-ZwglTUkStXdA.json",NA,"2021:01:06 17:59:36","0:01:24","38 deg 53' 23.64"" N","77 deg 1' 59.88"" W",38.8899,-77.0333,84,2021,1,6,17
"meta-zXAmZwiG3yfA.json",NA,"2021:01:06 15:45:52","0:01:42","38 deg 53' 30.84"" N","77 deg 2' 13.92"" W",38.8919,-77.0372,102,2021,1,6,15
